class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Wakanda,0.47075167298316956,0.35233747959136963,-0.34615591168403625,0.9994762539863586,0.48659735918045044,0.32666465640068054,-0.28169599175453186,0.9989877343177795,0.4987407326698303,0.3314396142959595,-0.28177568316459656,0.9992954730987549,0.5111182928085327,0.3364260792732239,-0.2814273536205292,0.9990968704223633,0.44724732637405396,0.3214353919029236,-0.301841139793396,0.9989379048347473,0.4316672682762146,0.323850154876709,-0.30161795020103455,0.9992901086807251,0.416415274143219,0.3276541531085968,-0.3023516535758972,0.9990695118904114,0.5282820463180542,0.38204261660575867,0.04362465441226959,0.9989227652549744,0.38641637563705444,0.38177257776260376,-0.034189511090517044,0.9993762373924255,0.4950753152370453,0.41966134309768677,-0.22927434742450714,0.9982624650001526,0.44201773405075073,0.4154663681983948,-0.2527710199356079,0.9984740614891052,0.6198442578315735,0.6916640996932983,0.18212652206420898,0.9870348572731018,0.28683221340179443,0.6711564660072327,-0.09875356405973434,0.9941995143890381,0.701108455657959,0.9733521342277527,-0.23980645835399628,0.7399367094039917,0.3445590138435364,0.9579734206199646,-0.5369021892547607,0.7919362187385559,0.610504686832428,0.7728765606880188,-0.7453538775444031,0.9500541090965271,0.48281389474868774,0.6806976795196533,-0.8513593673706055,0.9765453934669495,0.5811545848846436,0.7005034685134888,-0.8428682088851929,0.9262606501579285,0.5157679915428162,0.6193512082099915,-0.926986038684845,0.9654910564422607,0.5736597180366516,0.6621589064598083,-0.7737563252449036,0.9292944669723511,0.5021795034408569,0.569057285785675,-0.8825381994247437,0.9660695791244507,0.5708905458450317,0.6748842000961304,-0.7398229837417603,0.9383686184883118,0.4975438714027405,0.6004170775413513,-0.8403627276420593,0.9691323637962341,0.5947599411010742,1.2843842506408691,0.06504388898611069,0.02440456673502922,0.3381556272506714,1.2960083484649658,-0.060840290039777756,0.02372155897319317,0.6093432307243347,1.7709215879440308,-0.03989346697926521,0.00046232366003096104,0.3766273856163025,1.7739146947860718,-0.11047735065221786,0.00024171860422939062,0.6157835125923157,2.2227120399475098,0.2957002818584442,2.3784903532941826e-05,0.3828493356704712,2.2197461128234863,0.13726766407489777,3.944031504943268e-06,0.6203810572624207,2.2839977741241455,0.3036731779575348,2.5830922822933644e-05,0.36961501836776733,2.2844250202178955,0.1457071155309677,4.2970796130248345e-06,0.5992101430892944,2.3666274547576904,-0.11987266689538956,3.62111022695899e-05,0.4305468499660492,2.352742910385132,-0.33364877104759216,1.975753366423305e-05
Wakanda,0.4767259955406189,0.41787683963775635,-0.4942472577095032,0.9994910955429077,0.4936482012271881,0.39003485441207886,-0.43473464250564575,0.9990068674087524,0.5065702795982361,0.3923008143901825,-0.4347953796386719,0.9992966651916504,0.5200427770614624,0.3950687050819397,-0.4341941475868225,0.9991100430488586,0.4549054503440857,0.39424556493759155,-0.4232866168022156,0.9989476203918457,0.43864816427230835,0.4001811742782593,-0.42297205328941345,0.9992762804031372,0.42236799001693726,0.40765243768692017,-0.42342543601989746,0.9990562200546265,0.5420212745666504,0.4341111481189728,-0.14552423357963562,0.9989466667175293,0.39785560965538025,0.4577038586139679,-0.08000646531581879,0.9993091225624084,0.5021212697029114,0.4776139557361603,-0.3941166400909424,0.9983097314834595,0.45294684171676636,0.48330193758010864,-0.3768042325973511,0.9984542727470398,0.6560115218162537,0.736077070236206,-0.09555669128894806,0.9869764447212219,0.3347417414188385,0.7611085772514343,-0.08241596072912216,0.9913761019706726,0.7365512847900391,1.0257457494735718,-0.571780800819397,0.7240320444107056,0.3291080594062805,1.036641001701355,-0.5761696100234985,0.7694605588912964,0.5653531551361084,0.7818096280097961,-0.8818225860595703,0.9457160234451294,0.466318279504776,0.7379367351531982,-1.1020359992980957,0.9556465744972229,0.505017876625061,0.7141967415809631,-0.9594912528991699,0.9202591180801392,0.49831682443618774,0.6665925979614258,-1.2151463031768799,0.9377772212028503,0.517268180847168,0.6823508739471436,-0.860479474067688,0.9252679944038391,0.45080670714378357,0.6811516880989075,-1.1390864849090576,0.9427836537361145,0.5223358273506165,0.7110660076141357,-0.8551174402236938,0.9320000410079956,0.4552145004272461,0.697005033493042,-1.0923889875411987,0.9451906085014343,0.651394248008728,1.3635286092758179,-0.02343340590596199,0.022286688908934593,0.40596652030944824,1.381565809249878,0.028111794963479042,0.021593710407614708,0.6554595828056335,1.8720762729644775,-0.052672725170850754,0.0007694786763750017,0.42511996626853943,1.8860011100769043,-0.021073006093502045,0.0003116113366559148,0.6838754415512085,2.323064088821411,0.3274869918823242,3.455966725596227e-05,0.4670310914516449,2.3235244750976562,0.19051861763000488,4.573264050122816e-06,0.6975367069244385,2.392446279525757,0.34026190638542175,3.258372817072086e-05,0.4681724011898041,2.384509801864624,0.19638989865779877,5.470941687235609e-06,0.6533216238021851,2.46140718460083,-0.11138790845870972,4.246195385348983e-05,0.5139521360397339,2.4704246520996094,-0.2804691195487976,2.4501268853782676e-05
Wakanda,0.49002590775489807,0.4511610269546509,-0.5030437707901001,0.9993533492088318,0.5062090158462524,0.4233129620552063,-0.4405244290828705,0.9986189603805542,0.5196983814239502,0.42533209919929504,-0.4405910074710846,0.9990159869194031,0.5336216688156128,0.42799317836761475,-0.44001397490501404,0.9987816214561462,0.4677915573120117,0.42872026562690735,-0.4361302852630615,0.9985070824623108,0.45134392380714417,0.4352382719516754,-0.4358331263065338,0.998935341835022,0.43483901023864746,0.44279640913009644,-0.4363071024417877,0.9985975623130798,0.5562362670898438,0.46783626079559326,-0.14401939511299133,0.9985980987548828,0.4110521674156189,0.4907342791557312,-0.10465764999389648,0.9987050294876099,0.5163711905479431,0.5077474117279053,-0.39877694845199585,0.997671365737915,0.4693848490715027,0.5138363242149353,-0.38953834772109985,0.9975351095199585,0.670669674873352,0.7479440569877625,-0.10633563995361328,0.9853161573410034,0.3460775315761566,0.7918523550033569,-0.09074492752552032,0.9833275675773621,0.7407553791999817,1.018861174583435,-0.6006057262420654,0.7005866169929504,0.32994383573532104,1.0926783084869385,-0.6075068116188049,0.7389909625053406,0.47801151871681213,0.7866824269294739,-0.8888400793075562,0.9334402084350586,0.4675644338130951,0.7991726994514465,-1.0537784099578857,0.9276311993598938,0.4380820393562317,0.7380059957504272,-0.9647395014762878,0.9049838185310364,0.499746710062027,0.727221667766571,-1.1609001159667969,0.9050529599189758,0.43589067459106445,0.7154834270477295,-0.8665612936019897,0.9127516746520996,0.46003836393356323,0.7092112302780151,-1.083317756652832,0.9145838618278503,0.4736687242984772,0.7527630925178528,-0.8634105920791626,0.9176334142684937,0.46450918912887573,0.740373969078064,-1.041709303855896,0.9159243702888489,0.6665617227554321,1.3831894397735596,-0.02281593531370163,0.020341111347079277,0.41998615860939026,1.4060519933700562,0.02748056687414646,0.019605306908488274,0.6678490042686462,1.8959003686904907,-0.0482117161154747,0.0012075841659680009,0.4387032389640808,1.9146294593811035,-0.014777207747101784,0.00041352224070578814,0.6993209719657898,2.3513174057006836,0.35176098346710205,5.7430443121120334e-05,0.48232537508010864,2.3545308113098145,0.19160595536231995,5.743877864006208e-06,0.7131513357162476,2.423475742340088,0.3650018572807312,4.724796599475667e-05,0.4847908020019531,2.416077136993408,0.19656822085380554,7.125990578060737e-06,0.6693496704101562,2.4887118339538574,-0.09207567572593689,5.9010093536926433e-05,0.5323747992515564,2.502814531326294,-0.2827591001987457,3.231568916817196e-05
Wakanda,0.5180865526199341,0.4661116600036621,-0.4893794655799866,0.9993209838867188,0.5336572527885437,0.44106680154800415,-0.41687092185020447,0.9985381960868835,0.547883152961731,0.4443136751651764,-0.4171714186668396,0.9989355802536011,0.5622292757034302,0.4478060007095337,-0.41636067628860474,0.9987159371376038,0.4944465160369873,0.4434871971607208,-0.4120587706565857,0.9984117746353149,0.47825297713279724,0.4498143494129181,-0.4115576148033142,0.9988396763801575,0.46044832468032837,0.45751067996025085,-0.41157883405685425,0.9985145330429077,0.582696795463562,0.4870257079601288,-0.08800211548805237,0.9985354542732239,0.4329165518283844,0.5063491463661194,-0.06085851788520813,0.9985657930374146,0.5439838767051697,0.5216445922851562,-0.3602920472621918,0.9975860118865967,0.4959357678890228,0.5260563492774963,-0.371879518032074,0.9974040389060974,0.6871839761734009,0.7513158321380615,-0.04342919960618019,0.985486626625061,0.3674674332141876,0.7936974763870239,-0.03376653045415878,0.9824233651161194,0.755525529384613,1.0129348039627075,-0.502275288105011,0.6904460191726685,0.32956674695014954,1.0590885877609253,-0.5533599853515625,0.7362877130508423,0.4994216561317444,0.8032741546630859,-0.7676175236701965,0.9229289889335632,0.44837886095046997,0.7842890620231628,-1.0021162033081055,0.9139344096183777,0.4727150797843933,0.797166645526886,-0.8288593292236328,0.8884564638137817,0.4590989947319031,0.7282732129096985,-1.0894241333007812,0.8834721446037292,0.4469413161277771,0.7572354674339294,-0.7311431169509888,0.8986367583274841,0.4519234597682953,0.7222683429718018,-1.0369184017181396,0.8956749439239502,0.4842905104160309,0.7952883243560791,-0.7382634282112122,0.9017248749732971,0.4585588872432709,0.7404276132583618,-0.9901585578918457,0.8959640860557556,0.6809361577033997,1.3817147016525269,-0.027458827942609787,0.01883651502430439,0.4342122972011566,1.4008479118347168,0.03185759857296944,0.01801329478621483,0.6830058097839355,1.894248127937317,-0.04884696006774902,0.0016709633637219667,0.45690804719924927,1.907453179359436,-0.01903972402215004,0.0005666604265570641,0.7090500593185425,2.355602264404297,0.3473912477493286,7.547656423412263e-05,0.4888629913330078,2.3560760021209717,0.18967674672603607,7.206674581539119e-06,0.7211956977844238,2.4275577068328857,0.36088335514068604,5.815691838506609e-05,0.4884214997291565,2.4191601276397705,0.1869199126958847,9.080811651074328e-06,0.6792886257171631,2.494605779647827,-0.11019136011600494,7.069673301884905e-05,0.5370285511016846,2.5049796104431152,-0.30261558294296265,3.919217851944268e-05
Wakanda,0.5276718735694885,0.47674664855003357,-0.46506762504577637,0.9991728663444519,0.5435084104537964,0.44835519790649414,-0.40329939126968384,0.9980905652046204,0.55809086561203,0.4529508650302887,-0.40338754653930664,0.9986186027526855,0.5732959508895874,0.4579591751098633,-0.4029764235019684,0.9983102083206177,0.5037719011306763,0.44973698258399963,-0.39881211519241333,0.9979491233825684,0.4874895215034485,0.4559989869594574,-0.3985000252723694,0.9985228180885315,0.4698029160499573,0.46400216221809387,-0.3988057076931,0.9980872273445129,0.5923911333084106,0.49902209639549255,-0.10929596424102783,0.9982515573501587,0.4426821172237396,0.5112388730049133,-0.06459116190671921,0.9979954957962036,0.5526197552680969,0.5361241102218628,-0.35663723945617676,0.9971606731414795,0.503653883934021,0.5364688634872437,-0.35240206122398376,0.996781051158905,0.6969226598739624,0.7659095525741577,-0.09961177408695221,0.9847232699394226,0.37203678488731384,0.8003365397453308,-0.03269166871905327,0.979392945766449,0.7942768335342407,0.9754073619842529,-0.5503973364830017,0.6951360702514648,0.3300456404685974,1.0586155652999878,-0.5557804107666016,0.7207964658737183,0.5070804953575134,0.806183397769928,-0.7218145132064819,0.9177049994468689,0.4520300030708313,0.8236688375473022,-1.0466524362564087,0.8996691107749939,0.4695829451084137,0.7929381132125854,-0.7744962573051453,0.8776029348373413,0.4606595039367676,0.7512020468711853,-1.150681495666504,0.8659586310386658,0.44594860076904297,0.769902229309082,-0.6721912622451782,0.8889352679252625,0.45608168840408325,0.745779275894165,-1.0764857530593872,0.8798061013221741,0.4968433380126953,0.8353694081306458,-0.6872577667236328,0.8913648128509521,0.4636898636817932,0.7827666401863098,-1.0351778268814087,0.8798273205757141,0.6857432126998901,1.3957805633544922,-0.04163677617907524,0.01777813397347927,0.4410385191440582,1.4103435277938843,0.04550722986459732,0.016778765246272087,0.6882966160774231,1.9085850715637207,-0.040524885058403015,0.0025817740242928267,0.46518588066101074,1.92086923122406,0.05240395665168762,0.0009022286394611001,0.7102815508842468,2.367840528488159,0.3555071949958801,0.00018598588940221816,0.49276891350746155,2.3656585216522217,0.2736993432044983,1.4639509572589304e-05,0.7214430570602417,2.4393470287323,0.3679494559764862,0.00012482539750635624,0.49158892035484314,2.4276845455169678,0.2791196405887604,2.147425948351156e-05,0.6830059289932251,2.505514621734619,-0.08753328025341034,0.00011174834071425721,0.537582278251648,2.515963554382324,-0.19546791911125183,6.224547541933134e-05
Wakanda,0.5293296575546265,0.47914499044418335,-0.47978758811950684,0.9991398453712463,0.5442990064620972,0.4473489820957184,-0.42132052779197693,0.9980466365814209,0.5578843355178833,0.4506208300590515,-0.42140093445777893,0.9985622763633728,0.5720791816711426,0.45501673221588135,-0.42109617590904236,0.9982693195343018,0.5058716535568237,0.4502049684524536,-0.4167664647102356,0.9978827238082886,0.4897460341453552,0.4563696086406708,-0.4163734018802643,0.9984436631202698,0.47331133484840393,0.4641919434070587,-0.41672855615615845,0.9980171918869019,0.5943306684494019,0.4986739158630371,-0.12634162604808807,0.9982358813285828,0.4482589662075043,0.5122414827346802,-0.08483172953128815,0.9978716373443604,0.5554957389831543,0.5381655097007751,-0.3749733865261078,0.9971657395362854,0.5054079294204712,0.5396687984466553,-0.36660394072532654,0.9967042207717896,0.7054749131202698,0.769480288028717,-0.08490978926420212,0.985076367855072,0.373658686876297,0.8104332089424133,-0.035716451704502106,0.9781761169433594,0.7943850755691528,0.974722683429718,-0.5044252872467041,0.6759839653968811,0.3347943425178528,1.0716615915298462,-0.5665894746780396,0.7003828883171082,0.5849059224128723,0.9026859402656555,-0.7347272038459778,0.8991485834121704,0.45314159989356995,0.8047929406166077,-1.1027621030807495,0.8874292373657227,0.47288304567337036,0.8477738499641418,-0.7873451113700867,0.8571760654449463,0.4637696146965027,0.7428964376449585,-1.2150115966796875,0.8523063063621521,0.4580557346343994,0.8105985522270203,-0.6951740980148315,0.8729148507118225,0.4599232077598572,0.7292912602424622,-1.148018479347229,0.8691062927246094,0.5363227725028992,0.88112872838974,-0.6888326406478882,0.8734656572341919,0.4666226804256439,0.7612537741661072,-1.0959069728851318,0.8676758408546448,0.6852318048477173,1.396523356437683,-0.04050803557038307,0.01612722873687744,0.44062966108322144,1.4121659994125366,0.04479425400495529,0.015187663957476616,0.6904993653297424,1.90867280960083,-0.10692925751209259,0.002520117210224271,0.4659133553504944,1.9186776876449585,0.016317421570420265,0.0008787249680608511,0.7111526727676392,2.368964195251465,0.23894059658050537,0.00017882903921417892,0.4920995831489563,2.3649961948394775,0.17179158329963684,1.3995666449773125e-05,0.7225469946861267,2.4385578632354736,0.245798259973526,0.00012088619405403733,0.48955029249191284,2.4274513721466064,0.16957752406597137,2.0678671717178077e-05,0.6812781691551208,2.5060055255889893,-0.22238782048225403,0.00010819121962413192,0.5348225235939026,2.5121705532073975,-0.3164927363395691,6.065299749025144e-05
Wakanda,0.5233061909675598,0.4775475561618805,-0.5190027952194214,0.9990398287773132,0.5384733080863953,0.4468090236186981,-0.45525747537612915,0.9977272748947144,0.5519093871116638,0.4516112506389618,-0.45526909828186035,0.9982897639274597,0.5659059286117554,0.45727378129959106,-0.4547348618507385,0.9979596138000488,0.49982303380966187,0.44697609543800354,-0.45048636198043823,0.9975681304931641,0.4837920665740967,0.45245346426963806,-0.450145959854126,0.9981825947761536,0.4676462709903717,0.4598321318626404,-0.4505177438259125,0.9977284073829651,0.5899891257286072,0.5034162402153015,-0.15841257572174072,0.9978881478309631,0.44220513105392456,0.5142835974693298,-0.11884592473506927,0.9973382949829102,0.5496217012405396,0.5400680303573608,-0.41723543405532837,0.9965604543685913,0.49908438324928284,0.5415842533111572,-0.4078949987888336,0.9959208965301514,0.6975106000900269,0.7665060758590698,-0.13736194372177124,0.9837169647216797,0.36607080698013306,0.8123012185096741,-0.03934083506464958,0.9737799167633057,0.7827140688896179,0.9550788402557373,-0.5012457966804504,0.6438452005386353,0.31696105003356934,1.0950974225997925,-0.555593729019165,0.6798741221427917,0.4956578314304352,0.883091151714325,-0.695642352104187,0.8762151002883911,0.4486067295074463,0.8075001239776611,-1.046453595161438,0.8744653463363647,0.4397313594818115,0.8656718134880066,-0.7518420219421387,0.8347504138946533,0.4771762490272522,0.7357856631278992,-1.1484248638153076,0.8379080295562744,0.4306880831718445,0.8262070417404175,-0.6643894910812378,0.8551185727119446,0.4607580304145813,0.7305846810340881,-1.1000583171844482,0.8580150008201599,0.491238534450531,0.900796115398407,-0.6667132377624512,0.853857159614563,0.46846944093704224,0.7572287917137146,-1.0394055843353271,0.8548151254653931,0.6807270050048828,1.390316128730774,-0.05146205425262451,0.014555820263922215,0.43478554487228394,1.4084519147872925,0.056061942130327225,0.013695857487618923,0.6848816871643066,1.9038066864013672,-0.14155027270317078,0.002391414949670434,0.46282100677490234,1.9172359704971313,0.003733249381184578,0.000823400157969445,0.7060285806655884,2.364828586578369,0.22558751702308655,0.0001670944329816848,0.49039989709854126,2.362173318862915,0.17052437365055084,1.29089348774869e-05,0.718524158000946,2.4368793964385986,0.23344740271568298,0.00011335477029206231,0.488879531621933,2.4257426261901855,0.16856233775615692,1.9191131286788732e-05,0.6746528148651123,2.498906373977661,-0.2484786957502365,0.00010275896056555212,0.5292965769767761,2.5070483684539795,-0.32194894552230835,5.7453456975053996e-05
Wakanda,0.5183364152908325,0.4743134379386902,-0.5339367389678955,0.9987756609916687,0.5373877882957458,0.44570663571357727,-0.46700334548950195,0.9970743060112,0.5502228140830994,0.45103225111961365,-0.4670063555240631,0.9977954030036926,0.5642107725143433,0.45767271518707275,-0.4664846360683441,0.9973775148391724,0.499189555644989,0.44455379247665405,-0.463838666677475,0.9967942237854004,0.4831175208091736,0.4492611289024353,-0.4634782373905182,0.9975874423980713,0.4659470021724701,0.4559822082519531,-0.4639177918434143,0.996985912322998,0.5856812596321106,0.505611002445221,-0.15834353864192963,0.9972567558288574,0.4386548101902008,0.5122705101966858,-0.1263907253742218,0.9961756467819214,0.5479640364646912,0.5377969145774841,-0.4280102849006653,0.9953488707542419,0.4923350214958191,0.5383442640304565,-0.42054885625839233,0.9940738677978516,0.6937539577484131,0.782318115234375,-0.13489781320095062,0.979670524597168,0.3623678982257843,0.8213626146316528,-0.08521629124879837,0.963375449180603,0.7738379836082458,0.9936034083366394,-0.5693352222442627,0.6176710724830627,0.3288039565086365,1.109631061553955,-0.5923352241516113,0.6545608043670654,0.4657871723175049,0.8659086227416992,-0.7334322333335876,0.8571693897247314,0.5307033061981201,0.8056492209434509,-0.9979307055473328,0.8460394740104675,0.4126772880554199,0.8454303741455078,-0.7636896967887878,0.8108099102973938,0.590004563331604,0.7512824535369873,-1.098649263381958,0.8051331043243408,0.40916234254837036,0.807914674282074,-0.6836982369422913,0.8338385820388794,0.5727945566177368,0.7414158582687378,-0.9869344830513,0.828387975692749,0.43002796173095703,0.8603848814964294,-0.6966356039047241,0.8321613669395447,0.5593887567520142,0.7599965929985046,-0.969565212726593,0.8231295943260193,0.677914559841156,1.4170585870742798,-0.04598372429609299,0.01323920488357544,0.43394094705581665,1.4294244050979614,0.05053139477968216,0.012411005795001984,0.6747231483459473,1.9301180839538574,-0.12135855108499527,0.002358645899221301,0.4577525556087494,1.934325098991394,-0.005953923799097538,0.0008230843814089894,0.6903902292251587,2.384158134460449,0.24685470759868622,0.0001588163140695542,0.47642356157302856,2.3738696575164795,0.16851192712783813,1.2273295396880712e-05,0.7037559747695923,2.457078456878662,0.2552970051765442,0.00010844333883142099,0.47565269470214844,2.4395713806152344,0.1674749106168747,1.8377279047854245e-05,0.6501957178115845,2.5196375846862793,-0.22464513778686523,9.974186832550913e-05,0.5065807700157166,2.5170581340789795,-0.3285236656665802,5.726494055124931e-05
Wakanda,0.5008229613304138,0.47406211495399475,-0.5287274122238159,0.9986873865127563,0.525044322013855,0.44683837890625,-0.46019411087036133,0.9968762993812561,0.5399238467216492,0.4518131613731384,-0.4602179527282715,0.9976016283035278,0.5537947416305542,0.45808637142181396,-0.4596637785434723,0.9971901774406433,0.48368507623672485,0.44464027881622314,-0.4545634686946869,0.9965940117835999,0.4693768620491028,0.4485118091106415,-0.4542282223701477,0.9973857402801514,0.45562878251075745,0.45378297567367554,-0.4547123908996582,0.9967969059944153,0.5774716138839722,0.5037879347801208,-0.1517428606748581,0.99697345495224,0.43574008345603943,0.5071503520011902,-0.11474256217479706,0.9958186745643616,0.5323847532272339,0.5372564792633057,-0.42406684160232544,0.9948382377624512,0.47056204080581665,0.5361676812171936,-0.4133743345737457,0.9935693144798279,0.6931294202804565,0.785004198551178,-0.14896057546138763,0.9761844277381897,0.3537033200263977,0.811478316783905,-0.09105293452739716,0.9602135419845581,0.6980196833610535,1.0095278024673462,-0.5936437249183655,0.5938488245010376,0.31160789728164673,1.095359206199646,-0.6109912395477295,0.6521071195602417,0.40686115622520447,0.8632121682167053,-0.8144263029098511,0.8393816947937012,0.5375193357467651,0.7987415194511414,-1.0264923572540283,0.8276488184928894,0.36148566007614136,0.8401488661766052,-0.8775121569633484,0.791165828704834,0.5858718156814575,0.7449167966842651,-1.1358357667922974,0.7799476981163025,0.36440205574035645,0.802573561668396,-0.7925862073898315,0.8179759979248047,0.5828453898429871,0.732758104801178,-1.0243284702301025,0.8067805767059326,0.3883616328239441,0.8384031653404236,-0.7890142202377319,0.8137193322181702,0.5668219923973083,0.7517436146736145,-0.9999710321426392,0.7984552383422852,0.6532323360443115,1.412674069404602,-0.04347839578986168,0.012076769955456257,0.40524548292160034,1.4225081205368042,0.04809267073869705,0.011287007480859756,0.651603102684021,1.922412395477295,-0.1739199012517929,0.002304570749402046,0.4381338655948639,1.924774169921875,-0.06892146170139313,0.0008054542704485357,0.666967511177063,2.379760265350342,0.176991268992424,0.00014924982679076493,0.45508235692977905,2.3699254989624023,0.07545074075460434,1.1552741852938198e-05,0.6807563900947571,2.4532394409179688,0.18257711827754974,0.00010297536209691316,0.45299476385116577,2.4378180503845215,0.07174967974424362,1.742504900903441e-05,0.6234922409057617,2.5145034790039062,-0.3143916130065918,9.552256960887462e-05,0.482142835855484,2.5111212730407715,-0.43990516662597656,5.6049208069453016e-05
Wakanda,0.4701281189918518,0.4431948661804199,-0.4572288393974304,0.9987965822219849,0.49506205320358276,0.41491052508354187,-0.40230125188827515,0.9971323013305664,0.5098987221717834,0.4186857044696808,-0.40238338708877563,0.997795581817627,0.5239728093147278,0.42416316270828247,-0.4018247723579407,0.9974168539047241,0.4547365605831146,0.41337960958480835,-0.38845711946487427,0.9968793988227844,0.44279903173446655,0.4156445562839508,-0.38804227113723755,0.997602641582489,0.43063125014305115,0.41920337080955505,-0.3885723948478699,0.9970663189888,0.546726644039154,0.47017088532447815,-0.12754367291927338,0.9972001314163208,0.41304388642311096,0.4723832905292511,-0.051804929971694946,0.9961791634559631,0.49856036901474,0.5049325823783875,-0.36507904529571533,0.9952529072761536,0.4450121819972992,0.5025548338890076,-0.3444736897945404,0.9941306114196777,0.6448619961738586,0.7328725457191467,-0.13847090303897858,0.9776428937911987,0.3422653377056122,0.7491962909698486,-0.011883850209414959,0.9638782143592834,0.6411806344985962,0.9789164066314697,-0.505530059337616,0.6205134987831116,0.2900272011756897,1.0054048299789429,-0.48337942361831665,0.6770053505897522,0.4483467638492584,0.7798031568527222,-0.8094218373298645,0.8518058657646179,0.39215782284736633,0.7316726446151733,-0.9955164790153503,0.841886043548584,0.40251287817955017,0.7005681395530701,-0.8858659863471985,0.8072168827056885,0.4212861955165863,0.6803424954414368,-1.1170437335968018,0.7973306179046631,0.4003828167915344,0.6894700527191162,-0.8273285627365112,0.8317095041275024,0.4167560040950775,0.6625003218650818,-1.0232404470443726,0.8217276930809021,0.4249826967716217,0.7133021950721741,-0.7965885400772095,0.8280492424964905,0.42181286215782166,0.6837459206581116,-0.9832599759101868,0.8146817088127136,0.6147569417953491,1.3013542890548706,-0.03865128010511398,0.012540729716420174,0.3777365982532501,1.3099875450134277,0.042689885944128036,0.011794038116931915,0.6258132457733154,1.7853707075119019,-0.13130071759223938,0.0021512776147574186,0.4087507128715515,1.790023684501648,0.005824488587677479,0.0007703735027462244,0.6433223485946655,2.2335398197174072,0.20757314562797546,0.00013962270168121904,0.43566665053367615,2.229710578918457,0.2181505709886551,1.1699316928570624e-05,0.6551544666290283,2.2941529750823975,0.21305465698242188,9.786240116227418e-05,0.4319353699684143,2.286710262298584,0.22490194439888,1.7575455785845406e-05,0.6132066249847412,2.368055820465088,-0.259822279214859,9.193925507133827e-05,0.46703219413757324,2.3650407791137695,-0.25417250394821167,5.7940596889238805e-05
